date_label,year_label,pollster_label,citation_id,source_url,format_family,parser_identifier,notes
13– 30 Jun,2025,More in Common  (MRP),,,unknown,more_in_common,missing citation/source url
25– 27 Jun,2025,Survation,,,unknown,survation,missing citation/source url
25– 27 Jun,2025,Opinium,,,unknown,opinium,missing citation/source url
25– 26 Jun,2025,Techne,192,https://www.techneuk.com/wp-content/uploads/2025/06/R156-UK-2025-6-27-DATA.pdf,pdf,techne,
25 Jun,2025,Find Out Now,193,https://cms.findoutnow.co.uk/app/uploads/2025/06/25th-June-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
24– 25 Jun,2025,BMG Research,194,https://bmgresearch.com/wp-content/uploads/2025/07/june-2025-omnibus-tables-for-the-i.xlsx,xlsx,bmg_research,
22– 23 Jun,2025,YouGov,195,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250623_w.pdf,pdf,yougov,
20– 23 Jun,2025,More in Common,196,https://www.moreincommon.org.uk/media/reqkhhly/voting-intention-23-june.xlsx,xlsx,more_in_common,
18 Jun,2025,Find Out Now,197,https://cms.findoutnow.co.uk/app/uploads/2025/06/18th-June-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
29 May – 18 Jun,2025,YouGov,198,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_Merge_June2025_w.pdf,pdf,yougov,
29 May – 18 Jun,2025,YouGov  (MRP),,,unknown,yougov,missing citation/source url
10– 17 Jun,2025,Find Out Now/ Electoral Calculus  (MRP),,,unknown,find_out_now_electoral_calculus,missing citation/source url
15– 16 Jun,2025,YouGov,201,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250616_w.pdf,pdf,yougov,
13– 16 Jun,2025,More in Common,202,https://www.moreincommon.org.uk/media/m3rnj31m/voting-intention-16june.xlsx,xlsx,more_in_common,
11– 13 Jun,2025,Opinium,,,unknown,opinium,missing citation/source url
11 Jun,2025,Find Out Now,204,https://cms.findoutnow.co.uk/app/uploads/2025/06/11th-June-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
10– 11 Jun,2025,Survation,205,https://cdn.survation.com/wp-content/uploads/2025/07/02155030/Rogan_Productions_Jun_25_Tables.xlsx,xlsx,survation,
8– 9 Jun,2025,YouGov,206,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250609_w.pdf,pdf,yougov,
6– 9 Jun,2025,More in Common,,,unknown,more_in_common,missing citation/source url
6– 8 Jun,2025,Freshwater Strategy,,,unknown,freshwater_strategy,missing citation/source url
4– 5 Jun,2025,Techne,209,https://www.techneuk.com/wp-content/uploads/2025/06/R155-UK-2025-6-6-DATA.pdf,pdf,techne,
4 Jun,2025,Find Out Now,210,https://cms.findoutnow.co.uk/app/uploads/2025/06/4th-June-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
30 May – 4 Jun,2025,Ipsos,211,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/politmkp_w3mayjun2025web1.pdf,pdf,ipsos,
1– 2 Jun,2025,YouGov,212,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250602_w.pdf,pdf,yougov,
30 May – 2 Jun,2025,More in Common,213,https://www.moreincommon.org.uk/media/ihubhswb/votingintention2june.xlsx,xlsx,more_in_common,
30 May – 2 Jun,2025,Survation,,,unknown,survation,missing citation/source url
29 May – 2 Jun,2025,Lord Ashcroft Polls,,,unknown,lord_ashcroft,missing citation/source url
28– 30 May,2025,Opinium,,,unknown,opinium,missing citation/source url
28– 29 May,2025,BMG Research,217,https://bmgresearch.com/wp-content/uploads/2025/06/312024_w39_ce_weightedfinaltables_v1_i-only_website-upload.xlsx,xlsx,bmg_research,
28– 29 May,2025,Techne,218,https://www.techneuk.com/wp-content/uploads/2025/05/R154-UK-2025-5-30-DATA.pdf,pdf,techne,
28 May,2025,Find Out Now,,,unknown,find_out_now,missing citation/source url
26– 27 May,2025,YouGov,220,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_Results_250527_w.pdf,pdf,yougov,
23– 26 May,2025,More in Common,221,https://www.moreincommon.org.uk/media/1xxnonjy/votingintention26may.xlsx,xlsx,more_in_common,
21– 22 May,2025,Techne,222,https://www.techneuk.com/wp-content/uploads/2025/05/R153-UK-2025-5-23-DATA.pdf,pdf,techne,
21 May,2025,Find Out Now,223,https://cms.findoutnow.co.uk/app/uploads/2025/05/21st-May-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
18– 19 May,2025,YouGov,,,unknown,yougov,missing citation/source url
16– 19 May,2025,More in Common,225,https://www.moreincommon.org.uk/media/2bnl5sjw/votingintention19may.xlsx,xlsx,more_in_common,
14– 16 May,2025,Opinium,,,unknown,opinium,missing citation/source url
14– 15 May,2025,Techne,227,https://www.techneuk.com/wp-content/uploads/2025/05/R152-UK-2025-5-16-DATA.pdf,pdf,techne,
14 May,2025,Find Out Now,228,https://cms.findoutnow.co.uk/app/uploads/2025/05/14th-May-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
11– 12 May,2025,YouGov,229,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250512_w.pdf,pdf,yougov,
10– 12 May,2025,More in Common,230,https://www.moreincommon.org.uk/media/omccepjs/votingintention_12may.xlsx,xlsx,more_in_common,
9– 11 May,2025,Freshwater Strategy,,,unknown,freshwater_strategy,missing citation/source url
7– 8 May,2025,Techne,232,https://www.techneuk.com/wp-content/uploads/2025/05/R151-UK-2025-5-9-DATA.pdf,pdf,techne,
6– 8 May,2025,BMG Research,233,https://bmgresearch.com/wp-content/uploads/2025/05/april-2025-omnibus-tables-for-the-i.xlsx,xlsx,bmg_research,
7 May,2025,Find Out Now,234,https://cms.findoutnow.co.uk/app/uploads/2025/05/7th-May-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
5– 6 May,2025,YouGov,235,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250506_w.pdf,pdf,yougov,
2– 5 May,2025,Survation,236,https://cdn.survation.com/wp-content/uploads/2025/05/15152106/True-North-UK-May_2025_V1.xlsx,xlsx,survation,
3– 4 May,2025,More in Common,237,https://www.moreincommon.org.uk/media/v1mku52w/voting-intention_may4.xlsx,xlsx,more_in_common,
30 Apr – 2 May,2025,Opinium,,,unknown,opinium,missing citation/source url
30 Apr – 2 May,2025,Survation,,,unknown,survation,missing citation/source url
30 Apr,2025,Find Out Now,,,unknown,find_out_now,missing citation/source url
27– 28 Apr,2025,YouGov,241,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250428_w.pdf,pdf,yougov,
25– 27 Apr,2025,More in Common,242,https://www.moreincommon.org.uk/media/r35hmdzs/april27voting.xlsx,xlsx,more_in_common,
23– 25 Apr,2025,Opinium,,,unknown,opinium,missing citation/source url
23– 24 Apr,2025,Techne,244,https://www.techneuk.com/wp-content/uploads/2025/04/R150-UK-2024-4-24-DATA.pdf,pdf,techne,
23 Apr,2025,Find Out Now,245,https://cms.findoutnow.co.uk/app/uploads/2025/04/23rd-April-VI-Find-Out-Now-1.xlsx,xlsx,find_out_now,
21– 22 Apr,2025,YouGov,246,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250422_w.pdf,pdf,yougov,
17– 21 Apr,2025,More in Common,247,https://www.moreincommon.org.uk/media/i2vdw52r/april-21-vi.xlsx,xlsx,more_in_common,
16 Apr,2025,Find Out Now,248,https://cms.findoutnow.co.uk/app/uploads/2025/04/16th-April-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
13– 14 Apr,2025,YouGov,249,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250414_w.pdf,pdf,yougov,
11– 14 Apr,2025,More in Common,250,https://www.moreincommon.org.uk/media/parc4vuq/april11-14votingintention.xlsx,xlsx,more_in_common,
11– 14 Apr,2025,Focaldata,251,https://docs.google.com/spreadsheets/d/1GBHpYX0CjSZszeW6KHMApXkTPZORfN16yaT-RiEKvoQ/edit?usp=sharing,google_sheet,focaldata,
10– 14 Apr,2025,Lord Ashcroft Polls,,,unknown,lord_ashcroft,missing citation/source url
8– 14 Apr,2025,Verian,253,https://www.veriangroup.com/en-gb/news-and-insights/uk-polling-april-2025,html,verian,
9– 11 Apr,2025,Opinium,,,unknown,opinium,missing citation/source url
9– 10 Apr,2025,Techne,255,https://www.techneuk.com/wp-content/uploads/2025/04/R149-UK-2024-4-11-DATA.pdf,pdf,techne,
9 Apr,2025,Find Out Now,256,https://cms.findoutnow.co.uk/app/uploads/2025/04/9th-April-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
6– 7 Apr,2025,YouGov,257,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250407_w.pdf,pdf,yougov,
4– 7 Apr,2025,More in Common,258,https://www.moreincommon.org.uk/media/s4kfguiz/april7votingintention.xlsx,xlsx,more_in_common,
4– 6 Apr,2025,Freshwater Strategy,,,unknown,freshwater_strategy,missing citation/source url
2– 3 Apr,2025,Techne,260,https://www.techneuk.com/wp-content/uploads/2025/04/R148-UK-2024-4-3-DATA.pdf,pdf,techne,
2 Apr,2025,Find Out Now,261,https://cms.findoutnow.co.uk/app/uploads/2025/04/2nd-April-Find-Out-Now-VI.xlsx,xlsx,find_out_now,
14 Mar – 1 Apr,2025,More in Common (MRP),,,unknown,more_in_common,missing citation/source url
30– 31 Mar,2025,YouGov,263,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250331_w.pdf,pdf,yougov,
28– 31 Mar,2025,More in Common,264,https://www.moreincommon.org.uk/media/5lbbhjpu/votingintention-28-32.xlsx,xlsx,more_in_common,
26– 28 Mar,2025,Opinium,,,unknown,opinium,missing citation/source url
21– 28 Mar,2025,Find Out Now/ Electoral Calculus  (MRP),,,unknown,find_out_now_electoral_calculus,missing citation/source url
26– 27 Mar,2025,BMG Research,268,https://bmgresearch.com/wp-content/uploads/2025/03/march-2025-omnibus-tables-for-the-i-v2.xlsx,xlsx,bmg_research,
26– 27 Mar,2025,Techne,270,https://www.techneuk.com/wp-content/uploads/2025/03/R147-UK-2024-3-28-DATA.pdf,pdf,techne,
26 Mar,2025,Find Out Now,271,https://cms.findoutnow.co.uk/app/uploads/2025/03/26th-March-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
23– 24 Mar,2025,YouGov,272,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250324_w.pdf,pdf,yougov,
22– 24 Mar,2025,More in Common,,,unknown,more_in_common,missing citation/source url
19– 21 Mar,2025,Opinium,,,unknown,opinium,missing citation/source url
19– 20 Mar,2025,Techne,275,https://www.techneuk.com/wp-content/uploads/2025/03/R146-UK-2024-3-21-DATA.pdf,pdf,techne,
19 Mar,2025,Find Out Now,276,https://cms.findoutnow.co.uk/app/uploads/2025/03/19th-March-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
16– 17 Mar,2025,YouGov,277,https://d3nkl3psvxxpe9.cloudfront.net/documents/VotingIntention_MRP_250317_w.pdf,pdf,yougov,
14– 17 Mar,2025,Deltapoll,,,unknown,deltapoll,missing citation/source url
14– 17 Mar,2025,More in Common,,,unknown,more_in_common,missing citation/source url
13– 17 Mar,2025,Lord Ashcroft Polls,,,unknown,lord_ashcroft,missing citation/source url
12– 13 Mar,2025,Techne,281,https://www.techneuk.com/wp-content/uploads/2025/03/R145-UK-2024-3-14-DATA.pdf,pdf,techne,
12 Mar,2025,Find Out Now,282,https://cms.findoutnow.co.uk/app/uploads/2025/03/12th-March-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
9– 10 Mar,2025,YouGov,283,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250310_w.pdf,pdf,yougov,
7– 10 Mar,2025,More in Common,284,https://www.moreincommon.org.uk/media/3mjhk0o3/10th-march-voting-intention.xlsx,xlsx,more_in_common,
6– 9 Mar,2025,JL Partners,,,unknown,jl_partners,missing citation/source url
5– 7 Mar,2025,Opinium,,,unknown,opinium,missing citation/source url
5– 6 Mar,2025,Techne,287,https://www.techneuk.com/wp-content/uploads/2025/03/R144-UK-2024-3-7-DATA-2.pdf,pdf,techne,
5 Mar,2025,Find Out Now,288,https://cms.findoutnow.co.uk/app/uploads/2025/03/5th-March-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
2– 3 Mar,2025,YouGov,289,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250303_w.pdf,pdf,yougov,
1– 2 Mar,2025,Freshwater Strategy,,,unknown,freshwater_strategy,missing citation/source url
28 Feb – 2 Mar,2025,More in Common,,,unknown,more_in_common,missing citation/source url
26– 28 Feb,2025,Focaldata,292,https://docs.google.com/spreadsheets/d/1Sk7Ne1Dq9POVWCpudzKD5fLqUGR4NXGaqlOr-msV_K0/edit?gid=1116515620#gid=1116515620,google_sheet,focaldata,
26– 27 Feb,2025,Techne,293,https://www.techneuk.com/wp-content/uploads/2025/02/R143-UK-2024-2-28-DATA.pdf,pdf,techne,
26 Feb,2025,Find Out Now,294,https://cms.findoutnow.co.uk/app/uploads/2025/02/26th-Feb-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
25– 26 Feb,2025,BMG Research,295,https://bmgresearch.com/wp-content/uploads/2025/03/february-omni-tables-for-the-i.xlsx,xlsx,bmg_research,
23– 24 Feb,2025,YouGov,296,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250224_w.pdf,pdf,yougov,
21– 24 Feb,2025,More in Common,,,unknown,more_in_common,missing citation/source url
19– 21 Feb,2025,Opinium,,,unknown,opinium,missing citation/source url
19– 20 Feb,2025,Techne,299,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recBk5Vpaao0xaDfT/fldovodKVj4MXgDmO/attcECe0JKYtDYJeL,html,techne,
19 Feb,2025,Find Out Now,300,https://cms.findoutnow.co.uk/app/uploads/2025/02/19th-Feb-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
14– 18 Feb,2025,More in Common,,,unknown,more_in_common,missing citation/source url
16– 17 Feb,2025,YouGov,302,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250217.pdf,pdf,yougov,
13– 17 Feb,2025,Lord Ashcroft Polls,,,unknown,lord_ashcroft,missing citation/source url
12– 13 Feb,2025,Techne,304,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/rec6b6crM8vbGu4U2/fldovodKVj4MXgDmO/att16qkygBvmXNIPB,html,techne,
12 Feb,2025,Find Out Now,305,https://findoutnow.co.uk/blog/voting-intention-12th-feb-2025/,html,find_out_now,
9– 10 Feb,2025,YouGov,306,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250210_w.pdf,pdf,yougov,
7– 10 Feb,2025,More in Common,,,unknown,more_in_common,missing citation/source url
5– 7 Feb,2025,Opinium,,,unknown,opinium,missing citation/source url
5– 6 Feb,2025,Techne,309,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recB4T5hcGz44lY0s/fldovodKVj4MXgDmO/attpvaWp0440ydSPB,html,techne,
5 Feb,2025,Find Out Now,310,https://cms.findoutnow.co.uk/app/uploads/2025/02/5th-Feb-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
2– 3 Feb,2025,YouGov,311,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250203_w.pdf,pdf,yougov,
31 Jan – 3 Feb,2025,More in Common,,,unknown,more_in_common,missing citation/source url
31 Jan – 2 Feb,2025,Freshwater Strategy,,,unknown,freshwater_strategy,missing citation/source url
29– 30 Jan,2025,Techne,315,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recHVkn5lTWAc01WR/fldovodKVj4MXgDmO/att7ho26DjQGwCAfl,html,techne,
29 Jan,2025,Find Out Now,316,https://cms.findoutnow.co.uk/app/uploads/2025/01/29th-Jan-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
28– 29 Jan,2025,BMG Research,,,unknown,bmg_research,missing citation/source url
28– 29 Jan,2025,Survation,,,unknown,survation,missing citation/source url
26– 27 Jan,2025,YouGov,319,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250127_publish.pdf,pdf,yougov,
24– 27 Jan,2025,More in Common,,,unknown,more_in_common,missing citation/source url
22– 29 Jan,2025,Find Out Now/ Electoral Calculus  (MRP),,,unknown,find_out_now_electoral_calculus,missing citation/source url
22– 24 Jan,2025,Opinium,322,https://www.opinium.com/wp-content/uploads/2025/01/VI-2025-01-22-Observer-Tables-Final.xlsx,xlsx,opinium,
22– 23 Jan,2025,Whitestone Insight,323,https://static1.squarespace.com/static/63725a1a981a7861d58633f1/t/679b5e6bfc25c032d424df00/1738235500060/Voting+Intention+Poll+Tables+Jan+2025.pdf,pdf,whitestone_insight,
22– 23 Jan,2025,Techne,324,https://web.archive.org/web/20250124161911/https://www.techneuk.com/wp-content/uploads/2025/01/R138-UK-2024-1-24-DATA.pdf,pdf,techne,
22 Jan,2025,Find Out Now,325,https://cms.findoutnow.co.uk/app/uploads/2025/01/22nd-Jan-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
19– 20 Jan,2025,YouGov,326,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250120.pdf,pdf,yougov,
17– 20 Jan,2025,More in Common,,,unknown,more_in_common,missing citation/source url
17– 20 Jan,2025,Deltapoll,328,https://deltapoll.co.uk/wp-content/uploads/2025/01/Deltapoll-IfG-Conference-250121.pdf,pdf,deltapoll,
16– 20 Jan,2025,Lord Ashcroft Polls,,,unknown,lord_ashcroft,missing citation/source url
15– 16 Jan,2025,Techne,330,https://web.archive.org/web/20250117010538/https://www.techneuk.com/wp-content/uploads/2025/01/R137-UK-2024-1-17-DATA.pdf,pdf,techne,
15 Jan,2025,Find Out Now,331,https://cms.findoutnow.co.uk/app/uploads/2025/01/15th-Jan-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
10– 14 Jan,2025,JL Partners,,,unknown,jl_partners,missing citation/source url
12– 13 Jan,2025,YouGov,333,https://ygo-assets-websites-editorial-emea.yougov.net/documents/VotingIntention_MRP_250113_w.pdf,pdf,yougov,
10– 13 Jan,2025,More in Common,334,https://www.moreincommon.org.uk/media/jffes4ou/january-13-vi-and-political-trackers.xlsx,xlsx,more_in_common,
8– 10 Jan,2025,Opinium,,,unknown,opinium,missing citation/source url
8 Jan,2025,Find Out Now,336,https://web.archive.org/web/20250109125721/https://cms.findoutnow.co.uk/app/uploads/2025/01/8th-Jan-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
6– 8 Jan,2025,More in Common,337,https://www.moreincommon.org.uk/media/uiwb2sat/january-8-voting-intention.xlsx,xlsx,more_in_common,
4– 6 Jan,2025,Freshwater Strategy,,,unknown,freshwater_strategy,missing citation/source url
30 Dec – 3 Jan,2025,Deltapoll,339,https://deltapoll.co.uk/wp-content/uploads/2025/01/Deltapoll-MoS_250106.pdf,pdf,deltapoll,
19– 23 Dec,2024,Deltapoll,340,https://deltapoll.co.uk/polls/voteint241223,html,deltapoll,
18– 20 Dec,2024,Opinium,,,unknown,opinium,missing citation/source url
18– 19 Dec,2024,Techne,342,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recpS3U8MliUTq1NE/fldovodKVj4MXgDmO/attVgxroaQS9T5bJC,html,techne,
12– 16 Dec,2024,Survation,,,unknown,survation,missing citation/source url
11– 12 Dec,2024,Techne,344,https://web.archive.org/web/20241215144316/https://www.techneuk.com/wp-content/uploads/2024/12/R135-UK-2024-12-13-DATA.pdf,pdf,techne,
11 Dec,2024,Find Out Now,345,https://web.archive.org/web/20241215211257/https://cms.findoutnow.co.uk/app/uploads/2024/12/11th-Dec-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
6– 10 Dec,2024,More in Common,346,https://web.archive.org/web/20250122024711/https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.moreincommon.org.uk%2Fmedia%2Ft5hh5rka%2Fvoting-intention-and-trackers.xlsx&wdOrigin=BROWSELINK/,html,more_in_common,
6– 9 Dec,2024,Stonehaven  (MRP),,,unknown,stonehaven,missing citation/source url
5– 6 Dec,2024,Techne,348,https://web.archive.org/web/20241207175419/https://www.techneuk.com/wp-content/uploads/2024/12/R134-UK-2024-12-7-DATA.pdf,pdf,techne,
4 Dec,2024,Find Out Now,349,https://web.archive.org/web/20241205175438/https://cms.findoutnow.co.uk/app/uploads/2024/12/4th-Dec-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
29 Nov – 2 Dec,2024,More in Common,350,https://web.archive.org/web/20241207100037/https://www.moreincommon.org.uk/media/fnshtp12/december-2-voting-intention.xlsx,xlsx,more_in_common,
27– 29 Nov,2024,Opinium,351,https://web.archive.org/web/20241203053722/https://www.opinium.com/wp-content/uploads/2024/11/VI-2024-11-27-Observer-Tables.xlsx,xlsx,opinium,
27– 28 Nov,2024,Techne,352,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recT9PQeGv9bmWClx/fldovodKVj4MXgDmO/attT40fWgOArnWteo,html,techne,
27 Nov,2024,Find Out Now,353,https://cms.findoutnow.co.uk/app/uploads/2024/11/27th-Nov-VI-Find-Out-Now.xlsx,xlsx,find_out_now,
26– 27 Nov,2024,BMG Research,354,https://bmgresearch.com/news/,html,bmg_research,
26– 27 Nov,2024,More in Common,355,https://www.moreincommon.org.uk/media/bhnmvqd5/27-november-vi.xlsx,xlsx,more_in_common,
20– 21 Nov,2024,Techne,356,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/rec3Pd3IDWqGGBZbM/fldovodKVj4MXgDmO/attpHQgPRNTKfDTtA,html,techne,
19– 21 Nov,2024,More in Common,357,https://web.archive.org/web/20241123144315/https://www.moreincommon.org.uk/media/yp4f3rct/21-november-vi.xlsx,xlsx,more_in_common,
14– 18 Nov,2024,Deltapoll,358,https://deltapoll.co.uk/wp-content/uploads/2024/11/Deltapoll-241122_trackers.pdf,pdf,deltapoll,
13– 14 Nov,2024,JL Partners,359,https://jlpartners.co.uk/s/November-Omnibus-tables.xlsx,xlsx,jl_partners,
13– 14 Nov,2024,Techne,360,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recZPl0snJpvr8UpA/fldovodKVj4MXgDmO/attTfMkt1A4WDYcIM,html,techne,
11– 13 Nov,2024,Opinium,361,https://web.archive.org/web/20250128221051/https://www.opinium.com/wp-content/uploads/2024/11/VI-2024-11-13-Observer-Tables.xlsx,xlsx,opinium,
8– 11 Nov,2024,More in Common,,,unknown,more_in_common,missing citation/source url
6– 7 Nov,2024,Techne,363,https://web.archive.org/web/20241122195506/https://www.techneuk.com/wp-content/uploads/2024/11/R130-UK-2024-11-8-DATA.pdf,pdf,techne,
31 Oct – 16 Dec,2024,More in Common  (MRP),,,unknown,more_in_common,missing citation/source url
30 Oct – 1 Nov,2024,More in Common,365,https://web.archive.org/web/20241202200646/https://www.moreincommon.org.uk/media/pozh33oz/trackers-30-october-1-november.xlsx,xlsx,more_in_common,
30– 31 Oct,2024,Opinium,366,https://web.archive.org/web/20241201215210/https://opinium.com/wp-content/uploads/2024/11/VI-2024-10-30-Observer-Tables.xlsx,xlsx,opinium,
30– 31 Oct,2024,BMG Research,367,https://www.bmgresearch.co.uk/wp-content/uploads/2024/11/October-2024-omni-tables-for-the-i-v2.xlsx,xlsx,bmg_research,
30– 31 Oct,2024,Techne,368,https://web.archive.org/web/20241116215036/https://www.techneuk.com/wp-content/uploads/2024/10/R129-UK-2024-11-1-DATA.pdf,pdf,techne,
23– 24 Oct,2024,Techne,369,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recReuTLSDcH6BXxs/fldovodKVj4MXgDmO/attFd8Mrx8TNyB9nw,html,techne,
16– 18 Oct,2024,Opinium,370,https://web.archive.org/web/20241201220914/https://www.opinium.com/wp-content/uploads/2024/10/VI-2024-10-16-Observer-Tables-v02.xlsx,xlsx,opinium,
16– 17 Oct,2024,Techne,371,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recpksd4Anjm7JvRw/fldovodKVj4MXgDmO/att6enZVh2PoKwtBi,html,techne,
11– 13 Oct,2024,JL Partners,372,https://jlpartners.co.uk/s/October-Omnibus-Poll-Tables-7b4n.xlsx,xlsx,jl_partners,
9– 10 Oct,2024,Techne,373,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recOBvdEdO1WNvXu4/fldovodKVj4MXgDmO/attpZQiGsATzSNJZ7,html,techne,
9– 10 Oct,2024,More in Common,374,https://web.archive.org/web/20241202200115/https://www.moreincommon.org.uk/media/qsqbi1zd/labour-100-days-mic-polling.xlsx,xlsx,more_in_common,
5– 7 Oct,2024,More in Common,375,https://web.archive.org/web/20241008105805/https://www.moreincommon.org.uk/media/4iyb5qgm/october-voting-intention-tables.xlsx,xlsx,more_in_common,
4– 7 Oct,2024,Deltapoll,376,https://web.archive.org/web/20241007172841/https://deltapoll.co.uk/wp-content/uploads/2024/10/Deltapoll-241007_trackers.pdf,pdf,deltapoll,
2– 4 Oct,2024,Opinium,377,https://www.opinium.com/wp-content/uploads/2024/10/VI-2024-10-02-Observer-Tables-V3.xlsx,xlsx,opinium,
2– 3 Oct,2024,BMG Research,378,https://bmgresearch.com/wp-content/uploads/2025/01/october-2024-omni-tables-leadership-contest.xlsx,xlsx,bmg_research,
2– 3 Oct,2024,Techne,379,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recl3K9BRZ6vUIZd7/fldovodKVj4MXgDmO/attvCnTiGUfOd0f19,html,techne,
25– 26 Sep,2024,Techne,380,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recWFxDV7ZPRHZuRW/fldovodKVj4MXgDmO/attj2h4cG24cYUL0T,html,techne,
24– 25 Sep,2024,More in Common,381,https://web.archive.org/web/20240926211347/https://www.moreincommon.org.uk/media/0xyne0ke/voting-intention-24-25-september.xlsx,xlsx,more_in_common,
18– 23 Sep,2024,Verian,382,https://www.veriangroup.com/en-gb/news-and-insights/uk-polling-september-2024,html,verian,
18– 19 Sep,2024,Techne,383,https://airtable.com/app2B86l5bTIO1uMA/shrwnOxInc2P2ikJ7/tbl67t4FpUCgEc3is/viwMvQWotUvypoqxJ/recOvaNqYVMNpSDpc/fldovodKVj4MXgDmO/attCFUJgIiXxY8egA,html,techne,
10– 12 Sep,2024,More in Common,384,https://web.archive.org/web/20241117135507/https://www.moreincommon.org.uk/media/w50noqnp/mic-first-vi.xlsx,xlsx,more_in_common,
